CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
3001842,No,74.52,817,36,2.23,98,7.4,-137,-34.6,14,3,72,5.3,0.3,156.2,38.3,3,163,46.3,17,0,0.3,51,2,1,PHXPHX602,7,4,90,42,48,No,No,Yes,No,No,Known,No,Yes,No,No,Yes,Yes,1,1,No,No,0,8,No,0,150,Yes,3-Good,Rural,Professional,Yes
3001846,Yes,45.43,542,35,0,32,0,-242,-7.2,2.3,0,12.7,0,0,100.2,10.7,0.3,31.7,39.7,2.3,0,0.3,47,1,1,NNYROC716,2,1,1287,34,0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,3,No,0,30,No,4-Medium,Suburban,Other,No
3001850,No,203.97,2845,75,4.46,1083,0.1,-450,-14.9,34.7,29.7,93.7,0.7,0,616.9,263.3,60,480.7,269.7,64.3,0,15,53,4,4,DALDAL214,4,4,140,34,34,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,4,No,1,60,No,1-Highest,Other,Other,Yes
3001854,No,97.54,482,115,0,20,0,-186,-7.8,3,3.7,29,0,0,66.4,47.3,15.7,150.3,62.3,6.7,0,1.7,51,2,1,OKCTUL918,2,2,4,NA,NA,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,7-Lowest,Suburban,Other,Unknown
3001858,No,88.24,631,95,0,0,0,-4,0,4.7,2,6,0,0.7,143.4,52.3,0,177.3,63,6.7,0,1.7,53,2,2,STLSTL314,6,4,410,42,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,Yes,0,9,No,0,150,No,1-Highest,Suburban,Professional,No
3001866,No,103.21,1526,76,2.23,0,0,92,4.3,21.3,4.7,106.3,0.3,0.3,331.3,74,18.3,479.7,41,26,0,3,53,2,2,PHXPHX602,4,3,663,38,32,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,5,No,0,30,No,1-Highest,Suburban,Other,Unknown
3001870,Yes,61.62,674,55,2.97,30,0,169,10.3,2.7,4.3,41,0,0.3,126.6,14.3,0,135.3,95.3,7,0,3.7,47,1,1,MIADEL561,2,2,463,28,28,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,6,Yes,1,30,No,1-Highest,Suburban,Other,Yes
3001878,No,58.12,410,50,7.67,0,0,85,9.7,0.3,3,15,0,0,88.6,17.3,8,108.7,6.7,3.3,0,1.3,49,1,1,MIADEL561,4,4,538,42,40,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,9,No,0,30,No,1-Highest,Suburban,Other,Yes
3001882,Yes,87.07,196,7,0.74,42,0,-68,141.9,2,9.7,17.3,0,0,33.7,4.7,0,121.7,14.7,11.7,0,1.3,53,2,1,MIAFTL954,3,3,876,32,30,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,5,No,2,10,No,1-Highest,Suburban,Other,Yes
3001886,No,30.32,51,30,0.25,0,0,19,0.7,0,1,1.7,0,0,10.7,1.3,0.3,9.7,6.7,1,0,0,49,1,1,DALDAL214,2,2,1145,54,50,No,Yes,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,8,No,0,30,No,1-Highest,Suburban,Other,Yes
3001890,Yes,77.5,655,85,1.73,37,0,-158,-9,4.7,2.3,90,0,0,166.4,36.3,14.3,236,62.7,7,0,6,51,2,2,NSHNSH615,5,4,533,42,44,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,9,No,1,30,No,1-Highest,Town,Professional,Yes
3001910,No,51.45,509,60,0.99,0,0,33,-0.5,0.7,7,45.7,0,0.3,26,25,3.3,82,34.3,7.7,0,0.7,47,1,1,NOLKEN504,2,2,195,76,76,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,1,7,No,0,30,No,1-Highest,Other,Professional,Yes
3001922,No,93.58,1804,75,10.15,26,0,205,13,17.7,0.3,47.7,0,4,600.8,54.3,1.3,493,66,18,0,21.3,49,1,1,SFRSAC916,5,3,341,50,44,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,6,No,2,10,No,4-Medium,Suburban,Other,Yes
3001930,Yes,63.3,381,50,2.72,0,0,108,-10.3,4.7,0,7,0,0,109,34,22.7,85.7,20.3,4.7,0,0,47,2,2,SEABLV425,7,4,231,46,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,Yes,0,5,No,0,150,No,1-Highest,Other,Other,No
3001938,No,84.88,781,80,4.7,0,0.1,-137,0.5,7.7,8.7,80,0,0,175.7,9.7,6.7,230,66.3,16.3,0,3.7,51,1,1,MIANDA305,9,7,86,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,1,150,No,3-Good,Other,Other,Unknown
3001942,Yes,72.65,493,50,1.24,7,0.7,220,3.1,2.3,2.3,28,0.7,0,144.8,47,25.7,110,98.3,4.7,0,1.3,47,1,1,MINSTP612,5,3,135,40,0,No,No,Yes,No,No,Known,No,Yes,No,No,Yes,Yes,0,0,No,Yes,0,3,No,0,150,No,1-Highest,Suburban,Professional,No
3001946,Yes,42.2,64,52,0,0,0,-58,-22.2,0,0,10.7,0,0,19.7,3.7,6.3,16.3,10,0,0,0,51,3,1,STLSTL314,3,2,615,34,32,Yes,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,30,No,1-Highest,Other,Clerical,Yes
3001950,No,40.52,835,50,0,28,0,-93,-39.5,14.3,4.7,103.7,20,0,438.9,1.3,1.3,329.3,66.3,19,0,7.3,51,1,1,MIANDA305,4,4,15,54,54,No,Yes,Yes,Yes,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,Yes,0,6,No,1,130,No,1-Highest,Suburban,Professional,Unknown
3001962,No,117.6,1410,81,0,0,0,60,-36.5,12.7,4.7,93.3,1,0,219.3,42,7.3,443.3,78.3,17.3,0,11.7,53,1,1,MIAHWD954,7,4,98,56,52,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,Yes,0,9,Yes,0,130,No,1-Highest,Suburban,Professional,Yes
3001974,No,332.74,2935,200,0.99,470,34.3,-774,-19,22,11,70.7,0,0.3,762.5,79.7,29.7,746,112,33,0,64.7,49,3,2,MIAMIA305,6,5,382,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,80,No,1-Highest,Suburban,Other,Unknown
3001982,No,56.38,604,50,1.98,20,0,-24,-1.1,4.7,4.7,22.3,0.7,0,150.2,53,3,162,96.7,9.3,0,1.7,47,1,1,MINMIN612,2,2,524,26,0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,Yes,0,6,No,1,30,No,1-Highest,Other,Other,No
3001990,No,88.24,454,85,0,0,0,-96,0,9.3,2.3,15.3,0,0,92,18,19.7,109.7,22.7,11.7,0,1.3,53,2,2,SANMCA210,6,5,250,50,44,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,No,0,0,No,Yes,0,4,No,1,60,No,3-Good,Rural,Other,Yes
3001998,No,50,306,50,0,0,0,-25,0,1.3,0.3,18,0.3,0,64.7,18.3,8.7,91,32,1.7,0,2,49,2,2,INDIND317,5,4,3,46,40,Yes,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,No,Yes,0,7,No,0,60,No,6-VeryLow,Suburban,Self,Yes
3002034,No,75.92,805,75,0.25,0,0,97,-0.9,3.3,3,22.3,0,0,274.3,21.3,55.7,163.7,35.3,6.3,0,5.3,47,1,1,SANMCA210,3,2,574,58,0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,5,No,0,30,No,1-Highest,Other,Other,No
3002042,No,93.2,1032,75,2.48,0,0,250,-11.5,19.7,0,38.3,2,0.7,340.8,63,25.7,269.7,100.3,19.7,0,8.3,51,5,5,SLCSLC801,6,3,268,38,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,5,No,1,60,No,1-Highest,Suburban,Clerical,No
3002050,No,79.42,832,75,0,0,0.5,-832,-4.4,9.7,0.7,89.3,0,0,243.6,1.7,0,260.7,88.3,10.3,0,1.3,49,2,1,PHXPHX602,4,3,555,56,48,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,1,1,Yes,No,0,3,No,4,10,Yes,1-Highest,Suburban,Professional,Yes
3002058,Yes,129.78,928,100,2.97,0,18.1,193,19.7,32.7,19.3,56.7,0,0,163.2,70.3,17.7,326.7,58,52,0,4.3,49,1,1,SANSAN210,12,6,212,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,6,30,No,4-Medium,Other,Other,Unknown
3002062,No,34.31,308,30,0.25,0,0,-166,1.2,7,1.7,13.3,1,1,177.3,34.7,11.7,65,52.7,8.7,0,0,53,3,1,NYCBRO917,4,3,556,40,38,Yes,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,30,No,3-Good,Other,Other,No
3002070,No,84.36,1269,75,1.98,0,5.8,-104,-3.2,14.7,0,34.3,0,1,586.4,50,13.7,327,43.7,14.7,0,13,49,2,2,SEAPOR503,3,3,293,56,56,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0,0,Yes,No,0,8,No,0,30,No,1-Highest,Other,Other,Yes
3002074,No,108.67,1314,75,4.46,0,0,-208,-24.2,26,1.3,32,0,0,324.4,86.7,0,426.7,27.3,27.3,0,12.7,53,1,1,DENDEN303,4,4,428,38,38,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,6,No,0,80,No,1-Highest,Suburban,Professional,Yes
3002078,No,113.37,1859,75,0.5,120,0.5,-111,-23.6,6.3,15.7,51.7,0,0,486.3,50.7,64.3,657.3,30,22,0,30,47,2,2,NOLKEN504,6,5,96,34,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,6,No,0,40,No,1-Highest,Suburban,Other,No
3002090,No,131.12,2982,80,0.5,215,0,-414,-38,36,23.3,95,3,0.3,1147,113.7,97.3,617.7,390.7,59.3,0,85,49,3,3,MIAFTL954,13,7,110,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,2,2,No,No,0,0,No,5,80,Yes,1-Highest,Suburban,Other,Unknown
3002114,Yes,48.39,49,60,0,13,0,89,-0.9,1,0,4.7,0,0,0.1,3.3,0.3,12.7,8.3,1,0,0,49,2,2,PHIJEN215,4,3,501,44,44,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,No,1,10,No,1-Highest,Town,Other,Yes
3002130,No,58.98,785,58,0,10,0,55,2.9,0,3,28,0,0,276.1,22,12,218.3,103.3,3,0,6,53,1,1,SANSAN210,3,3,861,46,46,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,2,No,0,30,No,1-Highest,Other,Clerical,Yes
3002138,No,142.77,1128,60,0,250,17.7,-5,15.3,28.7,1,53.3,0,4.7,234.6,15.3,0,193.7,83.3,29.7,0,0,53,1,1,NYCQUE917,5,4,66,38,40,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,1,80,No,1-Highest,Other,Professional,No
3002146,No,30.27,204,30,0,0,0,-23,-0.3,1.3,2.3,5.7,0,0,11.3,8.7,5.7,45,32.3,3.7,0,0,47,4,4,STLSTL314,4,3,556,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,1,10,No,1-Highest,Suburban,Other,Unknown
3002158,No,71.01,712,60,0.25,69,0,-382,-20,4.3,8.3,59.3,0,0,210.8,27,9.3,93.3,99.7,12.7,0,2,51,2,1,DALDAL214,2,2,872,38,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,1,30,No,3-Good,Other,Other,No
3002170,No,78.22,1273,75,0.25,0,0,41,-1.3,6.7,5.7,47.3,1,0,442.6,133.7,22.7,419.3,147.7,12.3,0,7.7,49,2,2,KCYKCK913,8,3,647,36,30,Yes,No,No,No,No,Known,No,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,2,10,No,3-Good,Rural,Professional,Yes
3002178,No,57.01,384,50,0,0,6.6,42,6.8,1,2.7,24,0,0,88.3,5.7,0.7,94.7,41.3,3.7,0,0,47,1,1,DALDAL214,4,4,737,62,58,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,1,0,No,Yes,0,7,Yes,2,30,Yes,3-Good,Other,Other,Yes
3002186,No,63.73,974,45,2.48,62,0,-144,-15.6,7,7,21.3,0,0,225.9,58,13.7,220.7,81,14,0,8,49,3,2,MIAFTL954,5,5,374,42,44,Yes,Yes,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,60,No,3-Good,Suburban,Other,Unknown
3002190,No,49.99,514,60,0,0,0,136,0,8.3,0,13.3,0,0,52.7,23.7,0.3,69.3,27.3,8.3,0,1,53,1,1,SEATAC253,2,2,427,52,0,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,Yes,No,1,7,No,1,30,No,1-Highest,Suburban,Other,No
3002194,No,48.33,7,48,0,0,0,-6,1.7,0,0,0,0.3,0,0.5,1.7,0,2,1,0,0,0,53,1,1,INDIND317,4,4,686,38,42,Yes,Yes,No,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,1-Highest,Town,Other,Yes
3002202,No,83.47,827,80,0,0,0,195,-0.2,2.7,6.3,63,0,0,262.4,9,1.7,306.7,49.3,9,0,1,53,1,1,MIANDA305,11,5,256,0,0,No,Yes,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,3,No,1,100,No,3-Good,Other,Other,No
3002214,Yes,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,1,INDIND317,1,1,1535,38,0,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,8,No,0,Unknown,No,1-Highest,Town,Other,Unknown
3002218,Yes,84.16,1038,50,1.24,316,0,232,18.7,8.3,1.7,57.7,0,0,376.2,154.7,78,449.7,44.3,10,0,11,49,3,3,SEAPOR503,3,2,860,0,0,No,Yes,No,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,10,No,1-Highest,Other,Other,Unknown
3002222,No,84.66,1643,80,1.49,0,0,0,-2.5,9.3,9,70.3,1.3,0,628.9,58.7,14.3,692,124,18.3,0,23,51,2,1,MIANDA305,6,5,153,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,Yes,No,0,0,Yes,No,0,0,No,0,30,No,1-Highest,Suburban,Other,Unknown
3002234,No,75.09,778,95,0,0,0,-94,-0.1,11,0.7,32.3,0,0.3,233.1,34.7,6.3,300.3,27,11.7,0,6,53,2,2,SEASEA206,7,3,223,62,62,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,Yes,No,0,5,No,0,10,No,1-Highest,Town,Self,Yes
3002242,No,50.32,675,50,0,21,0,198,20.1,2.7,13,23.7,9.7,1,96.8,18,14.7,77,128.3,15.7,0,2,47,2,2,DALFTW817,5,3,236,54,44,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,2,No,0,150,No,2-High,Other,Professional,No
3002246,No,100.83,2487,80,9.16,92,0,-548,-17.9,22,22,178.7,2.7,1.3,725.6,101.7,25.3,348,512.7,44,0,31,51,1,1,MIANDA305,13,6,9,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,1,200,No,5-Low,Other,Other,Unknown
3002250,Yes,95.3,894,52,2.48,30,28.4,146,-10,9,7.3,59.7,1,0,119.5,71,21.3,182.3,130.3,16.3,0,4.7,47,2,2,OMACDR319,6,5,360,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,150,No,3-Good,Other,Other,Unknown
3002258,No,104.29,1005,105,0.99,2,3.7,-145,1.9,5,2.7,28.3,0,0.7,185.1,19,1,233.3,36,7.7,0,1,51,1,1,NNYBUF716,3,3,382,NA,NA,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,1-Highest,Other,Other,Unknown
3002262,No,95.27,815,95,1.49,0,0,-350,-7,9.3,10.7,30.7,1,0,183.1,16.3,12.3,208.7,61.7,20,0,3,47,2,2,MIANDA305,5,4,99,42,0,No,No,Yes,No,No,Unknown,Yes,Yes,No,No,No,No,0,0,No,Yes,0,5,No,0,10,No,1-Highest,Other,Other,Unknown
3002270,No,79.84,596,75,1.73,8,0,-38,-0.9,8,3.7,27.3,0,0.3,121.8,33,5,240.3,31.7,11.7,0,3.7,53,1,1,MIANDA305,4,4,85,50,0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,9,No,0,150,No,1-Highest,Suburban,Other,Yes
3002274,Yes,55.34,144,55,1.73,0,0,-137,-55.3,7.7,3.7,7.7,0.7,0,44.5,12.3,0.7,44.7,27.3,11.3,0,1.3,51,2,2,MIADEL561,9,4,401,80,82,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,9,No,0,80,No,1-Highest,Other,Other,No
3002278,No,349.73,3252,207,2.48,668,1.9,-435,-144.3,65.7,9.3,110,0,0,339.5,385.3,6.3,789,228.7,75,0,3.3,47,3,3,DALDAL214,5,5,358,52,46,Yes,No,Yes,No,No,Known,Yes,Yes,Yes,Yes,Yes,Yes,0,0,No,Yes,0,9,No,0,80,No,1-Highest,Other,Other,Yes
3002282,No,93.06,2008,80,0.25,118,0,-351,-12.1,8.7,21.3,79.7,0.3,0.3,572.2,138.3,109.7,891,81,30,0,24,47,5,5,MIADEL561,4,4,179,34,32,No,Yes,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,6,No,1,10,No,1-Highest,Suburban,Other,Unknown
3002286,No,300.22,4830,80,26.73,1887,0,-932,-75,9.3,35,230.3,0,0.3,1382.2,197,281.7,1921.3,235,44.3,0,170.7,51,5,5,MIADEL561,7,5,225,34,32,No,Yes,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,6,No,1,60,No,1-Highest,Suburban,Other,Unknown
3002290,No,163.38,1054,31,3.22,360,0.1,-918,-67.4,10.3,12,44.7,0,0,236.1,61.7,3.3,235.3,177.3,22.3,0,17.3,49,2,1,MIANDA305,3,3,11,46,44,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,5,No,0,80,No,1-Highest,Other,Clerical,Yes
3002302,No,39.99,214,40,0,0,0,150,0,0,3.3,15,0,0,12.5,2.7,0.7,11,30.7,3.3,0,0,53,1,1,MIAHWD954,4,3,37,50,52,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,5,No,0,30,No,1-Highest,Suburban,Self,Yes
3002310,Yes,33.85,323,25,2.97,36,0.5,-323,-83.8,1.7,8,29,1.7,0,59.3,13.3,2,75,28,9.7,0,1,47,1,1,MIANDA305,5,3,304,34,36,Yes,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,5,No,1,30,No,3-Good,Other,Other,Yes
3002326,No,84.52,852,80,0,0,0,84,0.2,2.3,3.7,18.3,0.3,0,303.5,94.7,85,328.7,65,6,0,4.7,51,3,3,MIAHWD954,5,5,413,NA,NA,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,1,10,No,6-VeryLow,Suburban,Other,Unknown
3002330,Yes,93.97,1218,115,1.49,11,0,-114,7.8,7,14,76.3,0,0.3,297,35,6.7,164,107.3,21,0,2.7,49,4,2,DALDAL214,7,6,372,46,46,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,Yes,0,1,No,0,30,No,1-Highest,Suburban,Professional,Yes
3002334,No,109.49,1638,83,0.5,19,0.2,-403,-18.3,24.3,2.3,75.7,0.3,0,455.8,62.7,11.3,399,116.3,26.7,0,14,49,1,1,MILMIL414,3,3,636,42,38,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,4,No,0,30,No,1-Highest,Town,Professional,No
3002350,No,144.23,1333,92,5.69,164,1.8,93,-58.3,6.7,0.7,33.3,0,0,454.7,58.3,14,239,12.7,7.3,0,1.7,53,1,1,PHXPHX602,3,3,661,0,0,No,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,1,1,No,Yes,0,7,No,0,10,Yes,1-Highest,Town,Other,Yes
3002366,No,150.36,1141,75,5.2,0,0,76,49.2,15.3,2.3,102,0,0.7,200.3,70.7,19.3,242,71,17.7,0,3.7,53,2,2,PHXPHX602,3,2,720,40,48,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,No,1,30,No,1-Highest,Town,Professional,Yes
3002370,No,102.47,1656,85,1.98,102,0,-444,-26.5,11.7,13.3,54.7,0,0.3,266.6,67,15,262.7,186.7,25,0,5.3,51,1,1,STLSTL314,4,3,361,34,0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,1,10,No,1-Highest,Other,Professional,Yes
3002378,No,78.08,524,75,0,0,0,-81,2.2,0,2.7,26.3,0,0,108.6,17.3,6,150.3,9.3,2.7,0,0.3,53,3,3,INDIND317,1,1,1593,0,0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,Unknown,No,1-Highest,Suburban,Other,Unknown
3002390,Yes,69.32,415,55,0.74,0,0,-121,-9,6,6,9.3,0,0.3,55.9,25,4,117.3,42,12,0,1.3,47,1,1,MIANDA305,4,3,469,38,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,4,No,0,10,No,1-Highest,Other,Other,No
3002398,Yes,89.05,1615,55,0,348,0,37,4.3,7.3,4,27,0,0,871.4,55.7,15.3,541,148.7,11.3,0,12,51,1,1,MIAWPB561,7,4,575,50,50,Yes,Yes,Yes,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,Yes,No,0,7,No,0,30,No,1-Highest,Suburban,Other,Yes
3002402,No,276.15,1680,101,0.25,700,0.2,-709,-126.2,13.7,1.3,77.7,0,0,432.3,40,2.3,357.7,22.7,15,0,4.7,53,2,2,LOULOU502,3,2,630,34,36,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,7,No,0,30,No,1-Highest,Rural,Professional,Yes
3002418,Yes,5.04,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,1,SEABLV425,2,2,1004,32,32,No,No,No,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,8,No,1,30,No,1-Highest,Town,Other,Yes
3002422,No,12.21,126,30,0,0,0,-16,-12.2,0,1,6.7,0,0,36.4,10.3,4.3,40,15,1,0,0,47,2,2,MINSTP612,5,4,184,28,28,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,1,7,No,0,10,No,1-Highest,Suburban,Professional,Yes
3002426,No,40.24,420,40,0.25,0,0,-94,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,KCYKCM816,2,2,170,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,1-Highest,Suburban,Other,Unknown
3002430,Yes,53.42,77,30,0,0,23.5,-70,-23.5,0,0.3,0.7,0,0,0,0.3,0,3,0.3,0.3,0,0,53,1,1,DALFTW817,1,1,1592,58,68,No,No,No,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,Yes,No,0,6,No,0,Unknown,No,1-Highest,Other,Other,Yes
3002438,No,43.63,477,30,0,38,0.2,-131,-13,4,8,16.7,0,0,139.9,8.7,0,75.3,78.7,12,0,2.3,47,1,1,OKCTUL918,7,4,663,0,0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,4,No,0,10,No,3-Good,Suburban,Other,Unknown
3002446,No,97.85,794,80,2.48,5,0,-44,-5.8,7,7,43.3,0,3.3,99.1,102.7,10.3,244.7,42,14,0,4.3,51,2,2,MIADFD954,7,5,26,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,0,No,0,400,No,6-VeryLow,Suburban,Other,Unknown
3002454,Yes,34.99,419,45,0,0,0,-22,0,0.7,2.3,4.3,1,0,9.3,4.7,2.7,37.3,39,3,0,0,53,1,1,DALFTW817,3,2,730,0,0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,6,No,0,130,No,1-Highest,Suburban,Other,No
3002458,No,92.3,930,80,5.45,0,0,351,5.8,5,7,33,1.7,0,207.1,42.3,1,154,37.3,12,0,2.7,49,1,1,MIAFTL954,7,4,283,54,30,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,1,1,No,Yes,0,1,No,0,30,Yes,3-Good,Other,Other,Unknown
3002466,Yes,30.32,94,30,0.25,0,0,46,0.7,0.7,0,2,0,0,10.7,8,0,23.7,9,0.7,0,0,53,1,1,SEAPOR503,2,2,1293,44,38,Yes,No,No,Yes,Yes,Known,Yes,Yes,No,No,Yes,Yes,0,0,Yes,No,0,6,No,0,30,No,1-Highest,Other,Other,Yes
3002470,No,51.18,312,60,0.74,0,0,-46,-0.2,4.7,5.7,25,0,0,52.9,10.7,0.3,132.7,9,10.3,0,1.7,47,1,1,MINSTP612,3,3,650,38,40,No,Yes,No,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,9,No,0,10,No,1-Highest,Suburban,Other,Yes
3002494,No,180.81,1412,75,2.97,389,1.6,120,27.1,18.3,2.3,78.3,1,0,360.9,84.7,6.7,527.3,62.7,20.7,0,0.7,47,2,1,PHXPHX602,9,6,105,34,34,Yes,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,No,No,0,0,No,Yes,0,8,No,0,100,No,1-Highest,Suburban,Other,Yes
